SS316LN,laser pulse duration (ns),laser energy (mJ),loding rate (µN/s),Depth (nm),load (µN) ,time (s)
,0.03,5,2500,230.300218,2746.250857,15.304679
,0.03,5,2500,230.192135,2733.620651,15.309683
,0.03,5,2500,230.061123,2721.006452,15.314688
,0.03,5,2500,230.041792,2708.352053,15.319693
,0.03,5,2500,229.889956,2695.740759,15.324698
,0.03,5,2500,229.828205,2683.046858,15.329703
,0.03,5,2500,229.772451,2670.404106,15.334707
,0.03,5,2500,229.727587,2657.810551,15.339712
,0.03,5,2500,229.713349,2645.177016,15.344717
,0.03,5,2500,229.556543,2632.579437,15.349722
,0.03,5,2500,229.521776,2619.942378,15.354727
,0.03,5,2500,229.509095,2607.226535,15.359731
,0.03,5,2500,229.440262,2594.599168,15.364736
,0.03,5,2500,229.301258,2581.94993,15.369741
,0.03,5,2500,229.258392,2569.302315,15.374746
,0.03,5,2500,229.275819,2556.651307,15.379751
,0.03,5,2500,229.166399,2544.034058,15.384755
,0.03,5,2500,229.066559,2531.338569,15.38976
,0.03,5,2500,229.103086,2518.703092,15.394765
,0.03,5,2500,229.036368,2506.086954,15.39977
,0.03,5,2500,228.870737,2493.470699,15.404775
,0.03,5,2500,228.857138,2480.860838,15.409779
,0.03,5,2500,228.812376,2468.133444,15.414784
,0.03,5,2500,228.799741,2455.51079,15.419789
,0.03,5,2500,228.676401,2442.882923,15.424794
,0.03,5,2500,228.58341,2430.260393,15.429799
,0.03,5,2500,228.497172,2417.647066,15.434803
,0.03,5,2500,228.505522,2404.994118,15.439808
,0.03,5,2500,228.3448,2392.314327,15.444813
,0.03,5,2500,228.33623,2379.686265,15.449818
,0.03,5,2500,228.291362,2367.075679,15.454823
,0.03,5,2500,228.211132,2354.443684,15.459827
,0.03,5,2500,228.146614,2341.822642,15.464832
,0.03,5,2500,228.101237,2329.136367,15.469837
,0.03,5,2500,228.005729,2316.505594,15.474842
,0.03,5,2500,227.950736,2303.884115,15.479847
,0.03,5,2500,227.914686,2291.201923,15.484851
,0.03,5,2500,227.79429,2278.523166,15.489856
,0.03,5,2500,227.710163,2265.866533,15.494861
,0.03,5,2500,227.779399,2253.233468,15.499866
,0.03,5,2500,227.581575,2240.632035,15.504871
,0.03,5,2500,227.492825,2228.026784,15.509875
,0.03,5,2500,227.429114,2215.325705,15.51488
,0.03,5,2500,227.512298,2202.683194,15.519885
,0.03,5,2500,227.260602,2190.059638,15.52489
,0.03,5,2500,227.265739,2177.453121,15.529895
,0.03,5,2500,227.084346,2164.827001,15.534899
,0.03,5,2500,227.101157,2152.12384,15.539904
,0.03,5,2500,226.955457,2139.480099,15.544909
,0.03,5,2500,226.878739,2126.858722,15.549914
,0.03,5,2500,226.829887,2114.221028,15.554919
,0.03,5,2500,226.841586,2101.560637,15.559923
,0.03,5,2500,226.755823,2088.924727,15.564928
,0.03,5,2500,226.573379,2076.327713,15.569933
,0.03,5,2500,226.571516,2063.690091,15.574938
,0.03,5,2500,226.559057,2051.006208,15.579943
,0.03,5,2500,226.498864,2038.360003,15.584947
,0.03,5,2500,226.340515,2025.578344,15.589952
,0.03,5,2500,226.260664,2012.943668,15.594957
,0.03,5,2500,226.206406,2000.25187,15.599962
,0.03,5,2500,226.221597,1987.610302,15.604967
,0.03,5,2500,226.138343,1974.986182,15.609971
,0.03,5,2500,226.113005,1962.387037,15.614976
,0.03,5,2500,225.927052,1949.712673,15.619981
,0.03,5,2500,225.955491,1937.062273,15.624986
,0.03,5,2500,225.806663,1924.458532,15.629991
,0.03,5,2500,225.638147,1911.860005,15.634995
,0.03,5,2500,225.526017,1899.181285,15.64
,0.03,5,2500,225.545582,1886.522298,15.645005
,0.03,5,2500,225.399897,1873.918839,15.65001
,0.03,5,2500,225.295387,1861.238033,15.655015
,0.03,5,2500,225.343879,1848.594672,15.660019
,0.03,5,2500,225.336767,1835.99801,15.665024
,0.03,5,2500,225.240354,1823.375397,15.670029
,0.03,5,2500,225.098409,1810.710457,15.675034
,0.03,5,2500,224.98821,1798.106812,15.680039
,0.03,5,2500,224.958991,1785.486106,15.685043
,0.03,5,2500,224.850896,1772.78631,15.690048
,0.03,5,2500,224.832818,1760.151816,15.695053
,0.03,5,2500,224.785595,1747.524183,15.700058
,0.03,5,2500,224.826501,1734.822836,15.705063
,0.03,5,2500,224.773268,1722.20547,15.710067
,0.03,5,2500,224.612902,1709.616091,15.715072
,0.03,5,2500,224.402733,1697.02542,15.720077
,0.03,5,2500,224.441662,1684.332794,15.725082
,0.03,5,2500,224.445662,1671.696839,15.730087
,0.03,5,2500,224.144621,1659.112627,15.735091
,0.03,5,2500,224.07187,1646.441176,15.740096
,0.03,5,2500,224.001328,1633.817684,15.745101
,0.03,5,2500,224.016832,1621.153541,15.750106
,0.03,5,2500,223.818921,1608.540249,15.755111
,0.03,5,2500,223.858782,1595.931048,15.760115
,0.03,5,2500,223.59547,1583.315441,15.76512
,0.03,5,2500,223.650067,1570.651983,15.770125
,0.03,5,2500,223.523301,1558.043586,15.77513
,0.03,5,2500,223.43241,1545.410168,15.780135
,0.03,5,2500,223.42648,1532.731926,15.785139
,0.03,5,2500,223.2907,1520.087649,15.790144
,0.03,5,2500,223.267969,1507.461328,15.795149
,0.03,5,2500,223.097067,1494.838965,15.800154
,0.03,5,2500,223.093248,1482.191874,15.805159
,0.03,5,2500,223.105704,1469.536055,15.810163
,0.03,5,2500,223.012686,1456.896459,15.815168
,0.03,5,2500,222.806218,1444.306164,15.820173
,0.03,5,2500,222.737378,1431.672465,15.825178
,0.03,5,2500,222.789726,1418.995797,15.830183
,0.03,5,2500,222.660289,1406.357075,15.835187
,0.03,5,2500,222.438422,1393.732639,15.840192
,0.03,5,2500,222.308,1381.115451,15.845197
,0.03,5,2500,222.405576,1368.481491,15.850202
,0.03,5,2500,222.284336,1355.860932,15.855207
,0.03,5,2500,222.31963,1343.20651,15.860211
,0.03,5,2500,222.148658,1330.603105,15.865216
,0.03,5,2500,222.05795,1317.942894,15.870221
,0.03,5,2500,221.982335,1305.290295,15.875226
,0.03,5,2500,221.80889,1292.670291,15.880231
,0.03,5,2500,221.765948,1280.034405,15.885235
,0.03,5,2500,221.719324,1267.409122,15.89024
,0.03,5,2500,221.712095,1254.766391,15.895245
,0.03,5,2500,221.535953,1242.153645,15.90025
,0.03,5,2500,221.323834,1229.551341,15.905255
,0.03,5,2500,221.42138,1216.892449,15.910259
,0.03,5,2500,221.268855,1204.258612,15.915264
,0.03,5,2500,221.133281,1191.634382,15.920269
,0.03,5,2500,220.967053,1179.033486,15.925274
,0.03,5,2500,221.039623,1166.389431,15.930279
,0.03,5,2500,221.036253,1153.74897,15.935283
,0.03,5,2500,220.898338,1141.129913,15.940288
,0.03,5,2500,220.665527,1128.543059,15.945293
,0.03,5,2500,220.697418,1115.852884,15.950298
,0.03,5,2500,220.551936,1103.223977,15.955303
,0.03,5,2500,220.401127,1090.602394,15.960307
,0.03,5,2500,220.282709,1077.989424,15.965312
,0.03,5,2500,220.310511,1065.351566,15.970317
,0.03,5,2500,220.335678,1052.687343,15.975322
,0.03,5,2500,220.000358,1040.104557,15.980327
,0.03,5,2500,219.949108,1027.476065,15.985331
,0.03,5,2500,219.890225,1014.818085,15.990336
,0.03,5,2500,219.810333,1002.190113,15.995341
,0.03,5,2500,219.758614,989.553852,16.000346
,0.03,5,2500,219.601581,976.935311,16.005351
,0.03,5,2500,219.552821,964.316897,16.010355
,0.03,5,2500,219.529372,951.66987,16.01536
,0.03,5,2500,219.459898,939.038597,16.020365
,0.03,5,2500,219.245958,926.400939,16.02537
,0.03,5,2500,219.113182,913.775181,16.030375
,0.03,5,2500,219.037356,901.132269,16.035379
,0.03,5,2500,219.05933,888.497328,16.040384
,0.03,5,2500,218.889488,875.879693,16.045389
,0.03,5,2500,218.82551,863.266221,16.050394
,0.03,5,2500,218.892716,850.607044,16.055399
,0.03,5,2500,218.59009,837.995379,16.060403
,0.03,5,2500,218.568591,825.351224,16.065408
,0.03,5,2500,218.43439,812.736674,16.070413
,0.03,5,2500,218.315129,800.125538,16.075418
,0.03,5,2500,218.29534,787.486304,16.080423
,0.03,5,2500,218.101627,774.870247,16.085427
,0.03,5,2500,218.091784,762.229979,16.090432
,0.03,5,2500,217.924157,749.592363,16.095437
,0.03,5,2500,217.851287,736.959224,16.100442
,0.03,5,2500,217.743978,724.336081,16.105447
,0.03,5,2500,217.600844,711.736675,16.110451
,0.03,5,2500,217.579431,699.09536,16.115456
,0.03,5,2500,217.505031,686.459601,16.120461
,0.03,5,2500,217.414807,673.829503,16.125466
,0.03,5,2500,217.117415,661.24788,16.130471
,0.03,5,2500,216.992286,648.618211,16.135475
,0.03,5,2500,217.016598,635.988299,16.14048
,0.03,5,2500,216.772221,623.38952,16.145485
,0.03,5,2500,216.665205,610.770329,16.15049
,0.03,5,2500,216.693207,598.108373,16.155495
,0.03,5,2500,216.548984,585.478828,16.160499
,0.03,5,2500,216.469676,572.850676,16.165504
,0.03,5,2500,216.320246,560.245593,16.170509
,0.03,5,2500,216.152848,547.637413,16.175514
,0.03,5,2500,216.198591,534.985398,16.180519
,0.03,5,2500,216.031578,522.372561,16.185523
,0.03,5,2500,215.783809,509.76158,16.190528
,0.03,5,2500,215.773156,497.137646,16.195533
,0.03,5,2500,215.758237,484.50659,16.200538
,0.03,5,2500,215.428949,471.932293,16.205543
,0.03,5,2500,215.407075,459.205131,16.210547
,0.03,5,2500,215.352044,446.534023,16.215552
,0.03,5,2500,215.171213,433.925026,16.220557
,0.03,5,2500,215.113362,421.292013,16.225562
,0.03,5,2500,215.015498,408.671834,16.230567
,0.03,5,2500,214.793321,396.059975,16.235571
,0.03,5,2500,214.677247,383.431678,16.240576
,0.03,5,2500,214.487797,370.833327,16.245581
,0.03,5,2500,214.373854,358.218436,16.250586
,0.03,5,2500,214.397022,345.57149,16.255591
,0.03,5,2500,214.176108,332.947927,16.260595
,0.03,5,2500,214.101969,320.319877,16.2656
,0.03,5,2500,213.990807,307.700756,16.270605
,0.03,5,2500,213.803269,295.092271,16.27561
,0.03,5,2500,213.817216,282.44552,16.280615
,0.03,5,2500,213.594753,269.84544,16.285619
,0.03,5,2500,213.424258,257.237344,16.290624
,0.03,5,2500,213.268239,244.632292,16.295629
,0.03,5,2500,213.154014,232.00906,16.300634
,0.03,5,2500,213.080343,219.370749,16.305639
,0.03,5,2500,212.839845,206.775715,16.310643
,0.03,5,2500,212.639931,194.181393,16.315648
,0.03,5,2500,212.50813,181.556575,16.320653
,0.03,5,2500,212.44423,168.921542,16.325658
,0.03,5,2500,212.235674,156.328226,16.330663
,0.03,5,2500,212.075867,143.720106,16.335667
,0.03,5,2500,211.920243,131.09671,16.340672
,0.03,5,2500,211.709796,118.496384,16.345677
,0.03,5,2500,211.458714,105.906587,16.350682
,0.03,5,2500,211.211119,93.309588,16.355687
,0.03,5,2500,211.031827,80.699757,16.360691
,0.03,5,2500,210.95996,68.07548,16.365696
,0.03,5,2500,210.707442,55.464063,16.370701
,0.03,5,2500,210.351699,42.891502,16.375706
,0.03,5,2500,210.152233,30.276431,16.380711
,0.03,5,2500,209.79075,18.259066,16.385715
,0.03,5,2500,207.95867,17.690037,16.39072
,0.03,5,2500,203.793075,6.432111,16.395725
,0.03,5,2500,199.655302,5.391458,16.40073
,0.03,5,2500,57.692471,4.754534,16.405735
,0.03,5,2500,36.8378,1.976953,16.410739
,0.03,10,2500,0,7.519588,0
,0.03,10,2500,1.133602,19.907873,0.005005
,0.03,10,2500,2.052057,32.320562,0.01001
,0.03,10,2500,2.933588,44.736807,0.015014
,0.03,10,2500,3.625542,57.18411,0.020019
,0.03,10,2500,4.596959,69.569437,0.025024
,0.03,10,2500,5.521571,81.963198,0.030029
,0.03,10,2500,6.457135,94.350018,0.035034
,0.03,10,2500,7.484749,106.72363,0.040038
,0.03,10,2500,8.843267,119.019555,0.045043
,0.03,10,2500,10.037276,131.351551,0.050048
,0.03,10,2500,11.328334,143.667761,0.055053
,0.03,10,2500,12.326558,156.038829,0.060058
,0.03,10,2500,13.6032,168.352584,0.065062
,0.03,10,2500,14.710619,180.717304,0.070067
,0.03,10,2500,15.772882,193.082695,0.075072
,0.03,10,2500,16.891183,205.455662,0.080077
,0.03,10,2500,17.779214,217.892565,0.085082
,0.03,10,2500,18.835555,230.284082,0.090086
,0.03,10,2500,19.834629,242.66103,0.095091
,0.03,10,2500,20.848152,255.024865,0.100096
,0.03,10,2500,21.917144,267.407706,0.105101
,0.03,10,2500,22.768256,279.815046,0.110106
,0.03,10,2500,23.654743,292.212939,0.11511
,0.03,10,2500,24.516647,304.615572,0.120115
,0.03,10,2500,25.464513,317.006126,0.12512
,0.03,10,2500,26.298163,329.418513,0.130125
,0.03,10,2500,27.209128,341.814339,0.13513
,0.03,10,2500,28.007087,354.228415,0.140134
,0.03,10,2500,28.670774,366.693322,0.145139
,0.03,10,2500,29.402711,379.153367,0.150144
,0.03,10,2500,30.200594,391.579127,0.155149
,0.03,10,2500,30.709393,404.038869,0.160154
,0.03,10,2500,31.591477,416.445544,0.165158
,0.03,10,2500,32.416881,428.867532,0.170163
,0.03,10,2500,33.128581,441.308881,0.175168
,0.03,10,2500,33.762845,453.765423,0.180173
,0.03,10,2500,34.367475,466.224964,0.185178
,0.03,10,2500,34.94544,478.709141,0.190182
,0.03,10,2500,35.699157,491.208861,0.195187
,0.03,10,2500,36.207511,503.746222,0.200192
,0.03,10,2500,37.009183,516.16677,0.205197
,0.03,10,2500,37.431913,528.643861,0.210202
,0.03,10,2500,38.2495,541.066376,0.215206
,0.03,10,2500,38.830929,553.544714,0.220211
,0.03,10,2500,39.468389,566.002241,0.225216
,0.03,10,2500,40.210013,578.460979,0.230221
,0.03,10,2500,40.708033,590.958446,0.235226
,0.03,10,2500,41.421653,603.397807,0.24023
,0.03,10,2500,42.016925,615.8712,0.245235
,0.03,10,2500,42.61407,628.371257,0.25024
,0.03,10,2500,43.186947,640.845153,0.255245
,0.03,10,2500,43.790159,653.300295,0.26025
,0.03,10,2500,44.466991,665.754143,0.265254
,0.03,10,2500,45.128522,678.199816,0.270259
,0.03,10,2500,45.729265,690.685335,0.275264
,0.03,10,2500,46.370997,703.153938,0.280269
,0.03,10,2500,47.009081,715.629696,0.285274
,0.03,10,2500,47.493724,728.121054,0.290278
,0.03,10,2500,47.966745,740.625211,0.295283
,0.03,10,2500,48.667015,753.046871,0.300288
,0.03,10,2500,49.231853,765.52778,0.305293
,0.03,10,2500,49.669649,778.03973,0.310298
,0.03,10,2500,50.257305,790.523376,0.315302
,0.03,10,2500,50.877582,802.994279,0.320307
,0.03,10,2500,51.185953,815.532006,0.325312
,0.03,10,2500,51.854202,827.985523,0.330317
,0.03,10,2500,52.450702,840.489699,0.335322
,0.03,10,2500,52.866482,852.99549,0.340326
,0.03,10,2500,53.472481,865.474656,0.345331
,0.03,10,2500,53.978529,877.956493,0.350336
,0.03,10,2500,54.712504,890.41842,0.355341
,0.03,10,2500,55.125369,902.918275,0.360346
,0.03,10,2500,55.639969,915.392704,0.36535
,0.03,10,2500,56.128911,927.903884,0.370355
,0.03,10,2500,56.632884,940.403056,0.37536
,0.03,10,2500,57.226147,952.927036,0.380365
,0.03,10,2500,57.649117,965.430188,0.38537
,0.03,10,2500,58.05709,977.956639,0.390374
,0.03,10,2500,58.639251,990.431839,0.395379
,0.03,10,2500,59.023033,1002.942309,0.400384
,0.03,10,2500,59.739949,1015.391659,0.405389
,0.03,10,2500,59.966281,1027.941283,0.410394
,0.03,10,2500,60.479348,1040.459771,0.415398
,0.03,10,2500,61.030017,1052.927927,0.420403
,0.03,10,2500,61.561693,1065.435284,0.425408
,0.03,10,2500,62.041129,1077.954535,0.430413
,0.03,10,2500,62.487455,1090.464594,0.435418
,0.03,10,2500,63.053966,1102.971366,0.440422
,0.03,10,2500,63.433575,1115.513925,0.445427
,0.03,10,2500,63.867919,1128.047786,0.450432
,0.03,10,2500,64.373166,1140.597118,0.455437
,0.03,10,2500,64.910937,1153.055605,0.460442
,0.03,10,2500,65.414049,1165.553605,0.465446
,0.03,10,2500,65.680374,1178.104533,0.470451
,0.03,10,2500,66.301967,1190.564058,0.475456
,0.03,10,2500,66.607441,1203.100623,0.480461
,0.03,10,2500,67.127036,1215.59023,0.485466
,0.03,10,2500,67.52112,1228.12219,0.49047
,0.03,10,2500,67.950206,1240.665859,0.495475
,0.03,10,2500,68.390429,1253.183381,0.50048
,0.03,10,2500,69.025121,1265.665722,0.505485
,0.03,10,2500,69.263519,1278.220405,0.51049
,0.03,10,2500,69.809771,1290.711634,0.515494
,0.03,10,2500,70.238959,1303.221553,0.520499
,0.03,10,2500,70.577593,1315.754795,0.525504
,0.03,10,2500,71.113854,1328.251108,0.530509
,0.03,10,2500,71.524253,1340.804692,0.535514
,0.03,10,2500,71.953391,1353.313415,0.540518
,0.03,10,2500,72.33774,1365.825202,0.545523
,0.03,10,2500,72.789034,1378.333837,0.550528
,0.03,10,2500,73.242082,1390.867411,0.555533
,0.03,10,2500,73.53405,1403.390382,0.560538
,0.03,10,2500,73.957778,1415.953961,0.565542
,0.03,10,2500,74.54703,1428.461648,0.570547
,0.03,10,2500,74.886579,1441.015303,0.575552
,0.03,10,2500,75.352086,1453.527509,0.580557
,0.03,10,2500,75.957704,1466.008296,0.585562
,0.03,10,2500,76.195172,1478.553361,0.590566
,0.03,10,2500,76.546483,1491.11524,0.595571
,0.03,10,2500,77.083767,1503.607456,0.600576
,0.03,10,2500,77.567951,1516.104375,0.605581
,0.03,10,2500,78.024201,1528.614647,0.610586
,0.03,10,2500,78.340951,1541.185849,0.61559
,0.03,10,2500,78.663742,1553.764997,0.620595
,0.03,10,2500,79.151432,1566.270559,0.6256
,0.03,10,2500,79.631591,1578.784697,0.630605
,0.03,10,2500,79.939835,1591.356712,0.63561
,0.03,10,2500,80.345151,1603.884924,0.640614
,0.03,10,2500,80.796081,1616.380892,0.645619
,0.03,10,2500,81.189039,1628.885812,0.650624
,0.03,10,2500,81.711673,1641.426168,0.655629
,0.03,10,2500,81.894269,1653.990408,0.660634
,0.03,10,2500,82.599556,1666.471879,0.665638
,0.03,10,2500,82.928041,1679.022657,0.670643
,0.03,10,2500,83.230894,1691.596949,0.675648
,0.03,10,2500,83.623154,1704.094828,0.680653
,0.03,10,2500,84.00675,1716.651713,0.685658
,0.03,10,2500,84.546144,1729.184738,0.690662
,0.03,10,2500,84.993202,1741.699727,0.695667
,0.03,10,2500,85.26551,1754.265348,0.700672
,0.03,10,2500,85.746725,1766.827534,0.705677
,0.03,10,2500,86.150309,1779.347844,0.710682
,0.03,10,2500,86.586574,1791.916595,0.715686
,0.03,10,2500,86.830175,1804.481117,0.720691
,0.03,10,2500,87.360056,1816.963721,0.725696
,0.03,10,2500,87.753207,1829.500761,0.730701
,0.03,10,2500,88.106935,1842.064673,0.735706
,0.03,10,2500,88.540341,1854.603387,0.74071
,0.03,10,2500,88.95382,1867.075168,0.745715
,0.03,10,2500,89.335897,1879.638612,0.75072
,0.03,10,2500,89.652756,1892.217574,0.755725
,0.03,10,2500,90.056122,1904.722717,0.76073
,0.03,10,2500,90.514454,1917.289664,0.765734
,0.03,10,2500,90.875656,1929.853388,0.770739
,0.03,10,2500,91.326701,1942.422004,0.775744
,0.03,10,2500,91.696322,1954.924494,0.780749
,0.03,10,2500,92.000824,1967.489072,0.785754
,0.03,10,2500,92.403482,1980.034955,0.790758
,0.03,10,2500,92.714035,1992.598512,0.795763
,0.03,10,2500,93.161492,2005.102991,0.800768
,0.03,10,2500,93.510598,2017.659526,0.805773
,0.03,10,2500,93.943104,2030.281089,0.810778
,0.03,10,2500,94.274988,2042.927362,0.815782
,0.03,10,2500,94.592599,2055.466372,0.820787
,0.03,10,2500,94.916517,2068.060435,0.825792
,0.03,10,2500,95.27574,2080.619599,0.830797
,0.03,10,2500,95.66718,2093.203104,0.835802
,0.03,10,2500,95.967167,2105.699143,0.840806
,0.03,10,2500,96.307282,2118.277959,0.845811
,0.03,10,2500,96.672435,2130.835315,0.850816
,0.03,10,2500,97.008097,2143.420908,0.855821
,0.03,10,2500,97.388607,2155.922105,0.860826
,0.03,10,2500,97.698795,2168.503584,0.86583
,0.03,10,2500,98.072359,2181.04972,0.870835
,0.03,10,2500,98.413276,2193.617442,0.87584
,0.03,10,2500,98.743494,2206.124202,0.880845
,0.03,10,2500,99.129002,2218.673229,0.88585
,0.03,10,2500,99.529505,2231.226457,0.890854
,0.03,10,2500,99.843689,2243.786001,0.895859
,0.03,10,2500,100.245252,2256.339192,0.900864
,0.03,10,2500,100.57888,2268.867817,0.905869
,0.03,10,2500,100.852662,2281.442209,0.910874
,0.03,10,2500,101.236132,2294.033282,0.915878
,0.03,10,2500,101.545742,2306.645207,0.920883
,0.03,10,2500,101.892092,2319.15181,0.925888
,0.03,10,2500,102.16926,2331.715356,0.930893
,0.03,10,2500,102.48563,2344.287687,0.935898
,0.03,10,2500,102.864642,2356.847634,0.940902
,0.03,10,2500,103.279819,2369.41811,0.945907
,0.03,10,2500,103.463312,2381.914387,0.950912
,0.03,10,2500,103.813504,2394.481461,0.955917
,0.03,10,2500,104.220864,2407.018921,0.960922
,0.03,10,2500,104.479987,2419.624054,0.965926
,0.03,10,2500,104.804682,2432.21448,0.970931
,0.03,10,2500,105.243067,2444.710704,0.975936
,0.03,10,2500,105.645557,2457.26352,0.980941
,0.03,10,2500,106.073568,2469.848314,0.985946
,0.03,10,2500,106.452004,2482.443257,0.99095
,0.03,10,2500,106.685467,2495.04883,0.995955
,0.03,10,2500,106.972808,2507.650409,1.00096
,0.03,10,2500,107.392763,2520.179296,1.005965
,0.03,10,2500,107.72885,2532.739493,1.01097
,0.03,10,2500,108.099167,2545.345435,1.015974
,0.03,10,2500,108.519063,2557.90269,1.020979
,0.03,10,2500,108.789318,2570.507147,1.025984
,0.03,10,2500,109.068745,2583.056545,1.030989
,0.03,10,2500,109.430581,2595.599536,1.035994
,0.03,10,2500,109.707246,2608.183029,1.040998
,0.03,10,2500,109.98237,2620.767723,1.046003
,0.03,10,2500,110.317544,2633.334727,1.051008
,0.03,10,2500,110.614117,2645.927291,1.056013
,0.03,10,2500,110.947859,2658.396458,1.061018
,0.03,10,2500,111.33321,2670.954071,1.066022
,0.03,10,2500,111.502699,2683.545626,1.071027
,0.03,10,2500,111.902973,2696.123121,1.076032
,0.03,10,2500,112.370468,2708.696601,1.081037
,0.03,10,2500,112.708851,2721.307204,1.086042
,0.03,10,2500,113.095382,2733.807322,1.091046
,0.03,10,2500,113.297654,2746.380947,1.096051
,0.03,10,2500,113.633584,2758.976054,1.101056
,0.03,10,2500,113.873127,2771.561691,1.106061
,0.03,10,2500,114.092438,2784.165217,1.111066
,0.03,10,2500,114.505532,2796.723271,1.11607
,0.03,10,2500,114.761213,2809.224545,1.121075
,0.03,10,2500,115.173976,2821.784847,1.12608
,0.03,10,2500,115.361412,2834.368838,1.131085
,0.03,10,2500,115.80466,2846.945566,1.13609
,0.03,10,2500,116.009455,2859.548315,1.141094
,0.03,10,2500,116.390706,2872.139569,1.146099
,0.03,10,2500,116.653035,2884.687488,1.151104
,0.03,10,2500,116.869886,2897.264355,1.156109
,0.03,10,2500,117.296959,2909.837999,1.161114
,0.03,10,2500,117.459809,2922.444139,1.166118
,0.03,10,2500,117.80682,2935.03074,1.171123
,0.03,10,2500,118.2275,2947.628385,1.176128
,0.03,10,2500,118.482,2960.187463,1.181133
,0.03,10,2500,118.818106,2972.707562,1.186138
,0.03,10,2500,119.227117,2985.259537,1.191142
,0.03,10,2500,119.292609,2997.877148,1.196147
,0.03,10,2500,119.704941,3010.451506,1.201152
,0.03,10,2500,119.924344,3023.069491,1.206157
,0.03,10,2500,120.274713,3035.658655,1.211162
,0.03,10,2500,120.60454,3048.236229,1.216166
,0.03,10,2500,120.92353,3060.72431,1.221171
,0.03,10,2500,121.197603,3073.343116,1.226176
,0.03,10,2500,121.412431,3085.904589,1.231181
,0.03,10,2500,121.769116,3098.500907,1.236186
,0.03,10,2500,122.017249,3111.101456,1.24119
,0.03,10,2500,122.371643,3123.668728,1.246195
,0.03,10,2500,122.598918,3136.253638,1.2512
,0.03,10,2500,122.959857,3148.85252,1.256205
,0.03,10,2500,123.204156,3161.38485,1.26121
,0.03,10,2500,123.475884,3173.968404,1.266214
,0.03,10,2500,123.893173,3186.58091,1.271219
,0.03,10,2500,124.189605,3199.192644,1.276224
,0.03,10,2500,124.262692,3211.794878,1.281229
,0.03,10,2500,124.647586,3224.367849,1.286234
,0.03,10,2500,125.055515,3236.943216,1.291238
,0.03,10,2500,125.26806,3249.454312,1.296243
,0.03,10,2500,125.428135,3262.038975,1.301248
,0.03,10,2500,125.798754,3274.621846,1.306253
,0.03,10,2500,126.237428,3287.165373,1.311258
,0.03,10,2500,126.437232,3299.748266,1.316262
,0.03,10,2500,126.757382,3312.354369,1.321267
,0.03,10,2500,126.981752,3324.959908,1.326272
,0.03,10,2500,127.138783,3337.569947,1.331277
,0.03,10,2500,127.623047,3350.095526,1.336282
,0.03,10,2500,127.742489,3362.694697,1.341286
,0.03,10,2500,128.060914,3375.292513,1.346291
,0.03,10,2500,128.417143,3387.903404,1.351296
,0.03,10,2500,128.651021,3400.501123,1.356301
,0.03,10,2500,128.904344,3413.116814,1.361306
,0.03,10,2500,129.1741,3425.725342,1.36631
,0.03,10,2500,129.40838,3438.329951,1.371315
,0.03,10,2500,129.887054,3450.879472,1.37632
,0.03,10,2500,130.162683,3463.378924,1.381325
,0.03,10,2500,130.359935,3475.990373,1.38633
,0.03,10,2500,130.76671,3488.565798,1.391334
,0.03,10,2500,131.122571,3501.156611,1.396339
,0.03,10,2500,131.24507,3513.785682,1.401344
,0.03,10,2500,131.600534,3526.413881,1.406349
,0.03,10,2500,131.971975,3538.975618,1.411354
,0.03,10,2500,132.172674,3551.586689,1.416358
,0.03,10,2500,132.439078,3564.185574,1.421363
,0.03,10,2500,132.724286,3576.69084,1.426368
,0.03,10,2500,132.83167,3589.27486,1.431373
,0.03,10,2500,133.174895,3601.881015,1.436378
,0.03,10,2500,133.498748,3614.458908,1.441382
,0.03,10,2500,133.744316,3627.056268,1.446387
,0.03,10,2500,133.929581,3639.679956,1.451392
,0.03,10,2500,134.34571,3652.262706,1.456397
,0.03,10,2500,134.588088,3664.883309,1.461402
,0.03,10,2500,134.740941,3677.507138,1.466406
,0.03,10,2500,134.927331,3690.053152,1.471411
,0.03,10,2500,135.113996,3702.652234,1.476416
,0.03,10,2500,135.620158,3715.192108,1.481421
,0.03,10,2500,135.800187,3727.805252,1.486426
,0.03,10,2500,136.112859,3740.412841,1.49143
,0.03,10,2500,136.365578,3753.01865,1.496435
,0.03,10,2500,136.679609,3765.617997,1.50144
,0.03,10,2500,136.980318,3778.191062,1.506445
,0.03,10,2500,137.310984,3790.76789,1.51145
,0.03,10,2500,137.477525,3803.364953,1.516454
,0.03,10,2500,137.752139,3815.892995,1.521459
,0.03,10,2500,138.02014,3828.486332,1.526464
,0.03,10,2500,138.287751,3841.096264,1.531469
,0.03,10,2500,138.522264,3853.733347,1.536474
,0.03,10,2500,138.826524,3866.40421,1.541478
,0.03,10,2500,139.014551,3878.993896,1.546483
,0.03,10,2500,139.315473,3891.588951,1.551488
,0.03,10,2500,139.731061,3904.201853,1.556493
,0.03,10,2500,139.949368,3916.81584,1.561498
,0.03,10,2500,140.251358,3929.407067,1.566502
,0.03,10,2500,140.50487,3941.919243,1.571507
,0.03,10,2500,140.669415,3954.522823,1.576512
,0.03,10,2500,140.916149,3967.114647,1.581517
,0.03,10,2500,141.196923,3979.703094,1.586522
,0.03,10,2500,141.414302,3992.301471,1.591526
,0.03,10,2500,141.710919,4004.909323,1.596531
